id,date,title,text_preview,sentiment,confidence,notes,content,content_length
11,2022-01-29 00:00:00,Kemenkes Klaim Kasus Covid-19 di Indonesia Paling Terkendali Dibandingkan 5 Negara Asia,"JAKARTA, KOMPAS.com -Kementerian Kesehatan (Kemenkes) mengeklaim, kasus positif Covid-19 di Indonesia paling terkendali dibandingkan dengan lima negara lain di Asia. Direktur Pencegahan dan Pengendalian Penyakit Menular Langsung Kementerian Kesehatan, Siti Nadia Tarmizi mengatakan,penambahankasus Co...",positif,,,"JAKARTA, KOMPAS.com -Kementerian Kesehatan (Kemenkes) mengeklaim, kasus positif Covid-19 di Indonesia paling terkendali dibandingkan dengan lima negara lain di Asia. Direktur Pencegahan dan Pengendalian Penyakit Menular Langsung Kementerian Kesehatan, Siti Nadia Tarmizi mengatakan,penambahankasus Covid-19 di Indonesia tidak terlalu tinggi jika dibandingkan dengan India, Filipina, Singapura, Malaysia, dan Thailand. ""Penambahan kasus Covid-19 di Indonesia paling terkendali dibandingkan dengan lima negara lain di Asia. Hal ini dibuktikan dengan jumlah penambahan kasus yang tidak terlalu tinggi dari negara lain,"" kata Nadia dalam keterangan pers, Sabtu (29/1/2022).",669
12,2022-01-30 00:00:00,UPDATE 30 Januari: Kasus Aktif Covid-19 di Indonesia Capai 61.718,"JAKARTA, KOMPAS.com- Satuan Tugas Penanganan Covid-19 mencatat 61.718 kasus aktif di Indonesia pada Minggu (30/1/2022). Jumlahnya bertambah 9.163 kasus dibandingkan data kemarin. Kasus aktif adalah pasien yang masih terkonfirmasi positif dan menjalani perawatan di rumah sakit maupun isolasi mandiri....",negatif,,,"JAKARTA, KOMPAS.com- Satuan Tugas Penanganan Covid-19 mencatat 61.718 kasus aktif di Indonesia pada Minggu (30/1/2022). Jumlahnya bertambah 9.163 kasus dibandingkan data kemarin. Kasus aktif adalah pasien yang masih terkonfirmasi positif dan menjalani perawatan di rumah sakit maupun isolasi mandiri.",300
13,2022-01-31 00:00:00,Prabowo Sebut Kampus dr. Benedictus Didirikan sebagai Penghormatan Eks Warga Timor-Timur yang Setia ke Indonesia,"JAKARTA, KOMPAS.com -Menteri Pertahanan (Menhan) Prabowo Subianto meninjau Politeknik Pertahanan Kampus dr. Benedictus Mboi di Belu, Nusa Tenggara Timur (NTT), Sabtu (29/1/2022). Dalam kesempatan tersebut, Prabowo menyampaikan, kampus ini didirikan sebagai penghormatan kepada eks warga Timor-Timur y...",positif,,,"JAKARTA, KOMPAS.com -Menteri Pertahanan (Menhan) Prabowo Subianto meninjau Politeknik Pertahanan Kampus dr. Benedictus Mboi di Belu, Nusa Tenggara Timur (NTT), Sabtu (29/1/2022). Dalam kesempatan tersebut, Prabowo menyampaikan, kampus ini didirikan sebagai penghormatan kepada eks warga Timor-Timur yang setia kepada Indonesia. ""Dibangunnya politeknik di Atambua tidak lepas dari peristiwa di mana Indonesia harus meninggalkan Timor-Timur. Ada banyak rakyat Timor-Timur yang memilih tetap berada di bawah bendera Merah Putih,"" ujar Prabowo dalam keterangan tertulis, Senin (31/1/2022).",585
14,2022-01-31 00:00:00,Kemenkes: Kasus Covid-19 Varian Omicron di Indonesia Tembus 2.980,"JAKARTA, KOMPAS.com- Direktur Pencegahan dan Pengendalian Penyakit Menular Kemenkes Siti Nadia Tarmizi mengatakan, hingga Senin (31/1/2022), total kasus Covid-19 varian Omicron di Indonesia mencapai 2.980. Nadia mengatakan, dari jumlah tersebut, sebanyak 1.601 merupakan pelaku perjalanan dari luar n...",netral,,,"JAKARTA, KOMPAS.com- Direktur Pencegahan dan Pengendalian Penyakit Menular Kemenkes Siti Nadia Tarmizi mengatakan, hingga Senin (31/1/2022), total kasus Covid-19 varian Omicron di Indonesia mencapai 2.980. Nadia mengatakan, dari jumlah tersebut, sebanyak 1.601 merupakan pelaku perjalanan dari luar negeri (PPLN) dan 1.039 berasal dari transmisi lokal. ""Totalkasus Omicronmencapai 2.980, pelaku perjalanan dari luar negeri 1.601, transmisi lokal 1.039 dan masih dalam pemeriksaan epidemologi 340,"" kata Nadia melalui pesan singkat, Senin (31/1/2022).",550
15,2022-01-31 00:00:00,"Milad Ke-96 NU, Wapres: Perjalanan Panjang NU Mendampingi Bangsa Indonesia Patut Disyukuri","JAKARTA, KOMPAS.com -Wakil Presiden Ma'ruf Amin menyatakan, perjalanan panjang Nahdlatul Ulama (NU) dalam mendampingi perjalanan bangsa Indonesia selama hampir satu abad merupakan sebuah hal yang patut disyukuri. Hal ini disampaikan Ma'ruf saat menyampaikan ucapan selamat hari lahir ke-96 NU pada me...",netral,,,"JAKARTA, KOMPAS.com -Wakil Presiden Ma'ruf Amin menyatakan, perjalanan panjang Nahdlatul Ulama (NU) dalam mendampingi perjalanan bangsa Indonesia selama hampir satu abad merupakan sebuah hal yang patut disyukuri. Hal ini disampaikan Ma'ruf saat menyampaikan ucapan selamat hari lahir ke-96 NU pada menurut kalender masehi pada 31 Januari 2022 dan hari lahir ke-99 NU menurut kalender hijriah yang akan jatuh pada 16 Rajab 1433 H. ""Menyongsong 1 abad kelahirannya, kita patut bersyukur pada Allah SWT atas perjalanan panjang NU dalam mendampingi perjalanan bangsa Indonesia hingga saat ini,"" kata Ma'ruf dalam keterangan video, Senin (31/1/2022). ""Karunia Allah tersebut kita syukuri dengan menjaga komitmen NU untuk terus menjadi mitra strategis pemerintah dan mengawal cita-cita luhur mewujudkan Indonesia adil, makmur, dan sejahtera,"" ujar Ma'ruf. Mantan Rais 'Aam Pengurus Besar NU itu menuturkan, NU harus terus memperkokoh perannya seiring semakin beratnya tantangan yang dihadapi bangsa Indonesia. Ia mengatakan, NU harus menjadi simpul pengunciukhuwah islamiyah(persaudaraan antara sesama umat Islam),ukhuwah wathaniyah(persaudaraan kebangsaan), sertaukhuwah insyaniyah(persaudaraan sesama umat manusia).",1211
16,2022-02-01 00:00:00,Mengenang Gus Dur sebagai Bapak Tionghoa Indonesia dalam Perayaan Imlek,"JAKARTA, KOMPAS.com- Kebebasan merayakan tahun baru Imlek oleh warga Tionghoa di Indonesia tidak terlepas dari peran penting Presiden keempat RI, Abdurrahman Wahid. Atas jasanya menghapuskan diskriminasi, pria yang akrab disapa Gus Dur ini dinobatkan sebagai Bapak Tionghoa Indonesia. Seperti diketah...",netral,,,"JAKARTA, KOMPAS.com- Kebebasan merayakan tahun baru Imlek oleh warga Tionghoa di Indonesia tidak terlepas dari peran penting Presiden keempat RI, Abdurrahman Wahid. Atas jasanya menghapuskan diskriminasi, pria yang akrab disapa Gus Dur ini dinobatkan sebagai Bapak Tionghoa Indonesia. Seperti diketahui,Gus Durmemiliki andil cukup besar yang membuat etnis Tionghoa dapat merayakanImleksecara bebas. Tokoh plural ini yang mencabut larangan bagi warga Tionghoa merayakan Imlek lewat Keputusan Presiden (Keppres) Nomor 6 Tahun 2006. Keppres yang dibuat Gus Dur mematahkan Instruksi Presiden (Inpres) Nomor 14 Tahun 1967 tentang Agama, Kepercayaan, dan Adat Istiadat China yang dikeluarkan Presiden Soerharto di masa Orde Baru memimpin Indonesia. Di peraturan lama, warga Tionghoa di Indonesia tidak diperkenankan melakukan tradisi atau kegiatan peribadatan secara mencolok dan hanya diperbolehkan di lingkungan keluarga. Aturan ini berlaku 32 tahun lamanya di era kepemimpinan Soeharto.",983
17,2022-02-02 00:00:00,UPDATE 2 Februari: Kasus Aktif Covid-19 di Indonesia Capai 94.109,"JAKARTA, KOMPAS.com- Pemerintah menyampaikan terdapat 94.109 kasus aktif Covid-19 pada Rabu (2/2/2022). Jumlah tersebut menyusul adanya penambahan sebanyak 12.760 kasus aktif. Kasus aktif adalah pasien yang dinyatakan positif Covid-19 dan sedang menjalani perawatan. Angka itu didapatkan dengan mengu...",negatif,,,"JAKARTA, KOMPAS.com- Pemerintah menyampaikan terdapat 94.109 kasus aktif Covid-19 pada Rabu (2/2/2022). Jumlah tersebut menyusul adanya penambahan sebanyak 12.760 kasus aktif. Kasus aktif adalah pasien yang dinyatakan positif Covid-19 dan sedang menjalani perawatan. Angka itu didapatkan dengan mengurangi total kasus positif Covid-19 dengan angka kesembuhan dan kematian.",372
18,2022-02-06 00:00:00,"AHY Singgung Politik Kuda Hitam, Demokrat: Agar Kader Tak Terlena Survei","JAKARTA, KOMPAS.com- Kepala Badan Komunikasi Strategis DPP Demkorat Herzaky Mahendra Putra menjelaskan, politik kuda hitam yang dimaksud Ketua Umum Agus Harimurti Yudhoyono (AHY) merupakan pengingat bagi kader partai untuk tidak terlena dengan hasil survei. Menurut Herzaky, pernyataan itu disampaika...",netral,,,"JAKARTA, KOMPAS.com- Kepala Badan Komunikasi Strategis DPP Demkorat Herzaky Mahendra Putra menjelaskan, politik kuda hitam yang dimaksud Ketua Umum Agus Harimurti Yudhoyono (AHY) merupakan pengingat bagi kader partai untuk tidak terlena dengan hasil survei. Menurut Herzaky, pernyataan itu disampaikanAHYagar kader partai tidak puas diri atas perolehan suara yang menempatkanPartai Demokratmasuk di posisi teratas. ""Pernyataan Ketum AHY itu konteksnya ingin mengingatkan anggota dewan kami, agar jangan pernah terlena dengan berbagai hasil survei yang menempatkan Partai Demokrat di urutan dua, tiga, atau empat besar,"" kata Herzaky, melalui keterangan tertulis, Minggu (6/2/2022).",681
19,2022-02-10 00:00:00,"Baru 6 Pesawat yang Diakuisisi, 36 Jet Dassault Rafale Lainnya Segera Merapat ke Indonesia","JAKARTA, KOMPAS.com- Menteri Pertahanan (Menhan) Prabowo Subianto mengatakan, 36 unit jet tempur Dassault Rafale segera merapat ke Indonesia. Puluhan jet produksi Dassault Aviation asal Perancis itu segera mendarat di Tanah Air setelah Indonesia lebih dulu mengakuisisi enam unit dalam kontrak pertam...",positif,,,"JAKARTA, KOMPAS.com- Menteri Pertahanan (Menhan) Prabowo Subianto mengatakan, 36 unit jet tempur Dassault Rafale segera merapat ke Indonesia. Puluhan jet produksi Dassault Aviation asal Perancis itu segera mendarat di Tanah Air setelah Indonesia lebih dulu mengakuisisi enam unit dalam kontrak pertama. Adapun yang menandatangani kontrak enam jet itu antara Kepala Badan Sarana Kemenhan Marsda Yusuf Jauhari dan pihak Dassault Aviation. Sementara itu, Prabowo dan Menhan Perancis turut menyaksikan kontrak tersebut terjalin. ""Kita mulai hari ini dengan tanda tangan kontrak pertama untuk enam pesawat yang akan disusul dalam waktu dekat dengan kontrak untuk 36 pesawat lagi,"" ujar Prabowo dalam rekaman suara yang diterima awak media, Kamis siang.",747
20,2022-02-10 00:00:00,"Kemenhan Teken Kontrak, Indonesia Sah Akuisisi 6 Jet Dassault Rafale","JAKARTA, KOMPAS.com- Indonesia resmi mengakuisisi enam pesawat tempur Dassault Rafale produksi Dassault Aviation asal Perancis. Akuisisi enam pesawat itu terjadi setelah Kementerian Pertahanan, diwakili Kepala Badan Sarana PertahananKemenhanMarsda Yusuf Jauhari, melakukan penandatanganan pembelian p...",positif,,,"JAKARTA, KOMPAS.com- Indonesia resmi mengakuisisi enam pesawat tempur Dassault Rafale produksi Dassault Aviation asal Perancis. Akuisisi enam pesawat itu terjadi setelah Kementerian Pertahanan, diwakili Kepala Badan Sarana PertahananKemenhanMarsda Yusuf Jauhari, melakukan penandatanganan pembelian pesawat tempur itu dengan perwakilan Dassault Aviation di Jakarta, Kamis (10/2/2022). ""Kita mulai hari ini dengan tanda tangan kontrak pertama untuk 6 pesawat,"" kata Prabowo dalam rekaman suara yang diterima awak media, Kamis siang. MenhanPrabowo Subiantodan Menhan Prancis Florence Farly turut hadir dan menyaksikan penandatangan kontrak tersebut.",647
21,2022-02-11 00:00:00,AS Setujui Potensi Penjualan 36 Jet F-15ID ke Indonesia,"JAKARTA, KOMPAS.com -Departemen Luar Negeri Amerika Serikat menyetujui penjualan 36 unit jet tempur F-15ID beserta dukungan peralatannya kepada Indonesia dengan nilai 13,9 miliar dollar AS atau setara Rp 199 triliun lebih. AS mengumumkan persetujuan penjualan 36 unit F-15 dilakukan di hari yang sama...",positif,,,"JAKARTA, KOMPAS.com -Departemen Luar Negeri Amerika Serikat menyetujui penjualan 36 unit jet tempur F-15ID beserta dukungan peralatannya kepada Indonesia dengan nilai 13,9 miliar dollar AS atau setara Rp 199 triliun lebih. AS mengumumkan persetujuan penjualan 36 unit F-15 dilakukan di hari yang sama ketika Indonesia resmi membeli enam jet Dassault Rafale asal Perancis, Kamis (10/2/2022). Mengutip siaran pers Badan Kerjasama Keamanan Pertahanan AS, Indonesia disebut telah meminta 36 jet F-15. ""Paket itu akan mencakup 36 jet, mesin cadangan, radar, pelatihan kacamata penglihatan malam dan dukungan teknis,"" kata Pentagon dikutipKompas.comdari kantor beritaReuters, Jumat (11/2/2022). Nantinya, Boeing menjadi kontraktor utama untuk jet F-15.",746
22,2022-02-11 00:00:00,UPDATE 11 Februari: Ada 18.947 Kasus Suspek Covid-19 di Indonesia,"JAKARTA, KOMPAS.com- Pemerintah hingga Jumat (11/2/2021) pukul 12.00 WIB mencatat ada 18.947 suspek terkait virus corona atau Covid-19 di Indonesia. Informasi tersebut sampaikan Satuan Tugas (Satgas) PenangananCovid-19melalui data yang diterima Kompas.com, Jumat sore. Data juga bisa diakses publik d...",negatif,,,"JAKARTA, KOMPAS.com- Pemerintah hingga Jumat (11/2/2021) pukul 12.00 WIB mencatat ada 18.947 suspek terkait virus corona atau Covid-19 di Indonesia. Informasi tersebut sampaikan Satuan Tugas (Satgas) PenangananCovid-19melalui data yang diterima Kompas.com, Jumat sore. Data juga bisa diakses publik di situs Covid19.go.id dan Kemkes.go.id, dengan update yang muncul setiap sore. Dalam data yang sama menunjukkan penambahan kasus positif Covid-19 sebanyak 40.489 dalam 24 jam terakhir. Penambahan itu menyebabkan totalkasus Covid-19di Indonesia mencapai 4.708.043, terhitung sejak kasus perdana diumumkan 2 Maret lalu.",617
