date,title,content,label,article_id,text
2022-01-29,kemenkes klaim kasus covid-19 di indonesia paling terkendali dibandingkan 5 negara asia,"jakarta, kompas.com -kementerian kesehatan kemenkes mengeklaim, kasus positif covid-19 di indonesia paling terkendali dibandingkan dengan lima negara lain di asia. direktur pencegahan dan pengendalian penyakit menular langsung kementerian kesehatan, siti nadia tarmizi mengatakan,penambahankasus covid-19 di indonesia tidak terlalu tinggi jika dibandingkan dengan india, filipina, singapura, malaysia, dan thailand. penambahan kasus covid-19 di indonesia paling terkendali dibandingkan dengan lima negara lain di asia. hal ini dibuktikan dengan jumlah penambahan kasus yang tidak terlalu tinggi dari negara lain, kata nadia dalam keterangan pers, sabtu 29 1 2022 .",1,KOMPAS_9894,"kemenkes klaim kasus covid-19 di indonesia paling terkendali dibandingkan 5 negara asia. jakarta, kompas.com -kementerian kesehatan kemenkes mengeklaim, kasus positif covid-19 di indonesia paling terkendali dibandingkan dengan lima negara lain di asia. direktur pencegahan dan pengendalian penyakit menular langsung kementerian kesehatan, siti nadia tarmizi mengatakan,penambahankasus covid-19 di indonesia tidak terlalu tinggi jika dibandingkan dengan india, filipina, singapura, malaysia, dan thailand. penambahan kasus covid-19 di indonesia paling terkendali dibandingkan dengan lima negara lain di asia. hal ini dibuktikan dengan jumlah penambahan kasus yang tidak terlalu tinggi dari negara lain, kata nadia dalam keterangan pers, sabtu 29 1 2022 ."
2022-01-30,update 30 januari kasus aktif covid-19 di indonesia capai 61.718, satuan tugas penanganan covid-19 mencatat 61.718 kasus aktif di indonesia pada minggu 30 1 2022 . jumlahnya bertambah 9.163 kasus dibandingkan data kemarin. kasus aktif adalah pasien yang masih terkonfirmasi positif dan menjalani perawatan di rumah sakit maupun isolasi mandiri.,-1,KOMPAS_9885,update 30 januari kasus aktif covid-19 di indonesia capai 61.718. satuan tugas penanganan covid-19 mencatat 61.718 kasus aktif di indonesia pada minggu 30 1 2022 . jumlahnya bertambah 9.163 kasus dibandingkan data kemarin. kasus aktif adalah pasien yang masih terkonfirmasi positif dan menjalani perawatan di rumah sakit maupun isolasi mandiri.
2022-01-31,prabowo sebut kampus dr. benedictus didirikan sebagai penghormatan eks warga timor-timur yang setia ke indonesia,"jakarta, kompas.com -menteri pertahanan menhan prabowo subianto meninjau politeknik pertahanan kampus dr. benedictus mboi di belu, nusa tenggara timur ntt , sabtu 29 1 2022 . dalam kesempatan tersebut, prabowo menyampaikan, kampus ini didirikan sebagai penghormatan kepada eks warga timor-timur yang setia kepada indonesia. dibangunnya politeknik di atambua tidak lepas dari peristiwa di mana indonesia harus meninggalkan timor-timur. ada banyak rakyat timor-timur yang memilih tetap berada di bawah bendera merah putih, ujar prabowo dalam keterangan tertulis, senin 31 1 2022 .",1,KOMPAS_9883,"prabowo sebut kampus dr. benedictus didirikan sebagai penghormatan eks warga timor-timur yang setia ke indonesia. jakarta, kompas.com -menteri pertahanan menhan prabowo subianto meninjau politeknik pertahanan kampus dr. benedictus mboi di belu, nusa tenggara timur ntt , sabtu 29 1 2022 . dalam kesempatan tersebut, prabowo menyampaikan, kampus ini didirikan sebagai penghormatan kepada eks warga timor-timur yang setia kepada indonesia. dibangunnya politeknik di atambua tidak lepas dari peristiwa di mana indonesia harus meninggalkan timor-timur. ada banyak rakyat timor-timur yang memilih tetap berada di bawah bendera merah putih, ujar prabowo dalam keterangan tertulis, senin 31 1 2022 ."
2022-01-31,kemenkes kasus covid-19 varian omicron di indonesia tembus 2.980," direktur pencegahan dan pengendalian penyakit menular kemenkes siti nadia tarmizi mengatakan, hingga senin 31 1 2022 , total kasus covid-19 varian omicron di indonesia mencapai 2.980. nadia mengatakan, dari jumlah tersebut, sebanyak 1.601 merupakan pelaku perjalanan dari luar negeri ppln dan 1.039 berasal dari transmisi lokal. totalkasus omicronmencapai 2.980, pelaku perjalanan dari luar negeri 1.601, transmisi lokal 1.039 dan masih dalam pemeriksaan epidemologi 340, kata nadia melalui pesan singkat, senin 31 1 2022 .",0,KOMPAS_9876,"kemenkes kasus covid-19 varian omicron di indonesia tembus 2.980. direktur pencegahan dan pengendalian penyakit menular kemenkes siti nadia tarmizi mengatakan, hingga senin 31 1 2022 , total kasus covid-19 varian omicron di indonesia mencapai 2.980. nadia mengatakan, dari jumlah tersebut, sebanyak 1.601 merupakan pelaku perjalanan dari luar negeri ppln dan 1.039 berasal dari transmisi lokal. totalkasus omicronmencapai 2.980, pelaku perjalanan dari luar negeri 1.601, transmisi lokal 1.039 dan masih dalam pemeriksaan epidemologi 340, kata nadia melalui pesan singkat, senin 31 1 2022 ."
2022-01-31,"milad ke-96 nu, wapres perjalanan panjang nu mendampingi bangsa indonesia patut disyukuri","jakarta, kompas.com -wakil presiden ma'ruf amin menyatakan, perjalanan panjang nahdlatul ulama nu dalam mendampingi perjalanan bangsa indonesia selama hampir satu abad merupakan sebuah hal yang patut disyukuri. hal ini disampaikan ma'ruf saat menyampaikan ucapan selamat hari lahir ke-96 nu pada menurut kalender masehi pada 31 januari 2022 dan hari lahir ke-99 nu menurut kalender hijriah yang akan jatuh pada 16 rajab 1433 h. menyongsong 1 abad kelahirannya, kita patut bersyukur pada allah swt atas perjalanan panjang nu dalam mendampingi perjalanan bangsa indonesia hingga saat ini, kata ma'ruf dalam keterangan video, senin 31 1 2022 . karunia allah tersebut kita syukuri dengan menjaga komitmen nu untuk terus menjadi mitra strategis pemerintah dan mengawal cita-cita luhur mewujudkan indonesia adil, makmur, dan sejahtera, ujar ma'ruf. mantan rais 'aam pengurus besar nu itu menuturkan, nu harus terus memperkokoh perannya seiring semakin beratnya tantangan yang dihadapi bangsa indonesia. ia mengatakan, nu harus menjadi simpul pengunciukhuwah islamiyah persaudaraan antara sesama umat islam ,ukhuwah wathaniyah persaudaraan kebangsaan , sertaukhuwah insyaniyah persaudaraan sesama umat manusia .",0,KOMPAS_9884,"milad ke-96 nu, wapres perjalanan panjang nu mendampingi bangsa indonesia patut disyukuri. jakarta, kompas.com -wakil presiden ma'ruf amin menyatakan, perjalanan panjang nahdlatul ulama nu dalam mendampingi perjalanan bangsa indonesia selama hampir satu abad merupakan sebuah hal yang patut disyukuri. hal ini disampaikan ma'ruf saat menyampaikan ucapan selamat hari lahir ke-96 nu pada menurut kalender masehi pada 31 januari 2022 dan hari lahir ke-99 nu menurut kalender hijriah yang akan jatuh pada 16 rajab 1433 h. menyongsong 1 abad kelahirannya, kita patut bersyukur pada allah swt atas perjalanan panjang nu dalam mendampingi perjalanan bangsa indonesia hingga saat ini, kata ma'ruf dalam keterangan video, senin 31 1 2022 . karunia allah tersebut kita syukuri dengan menjaga komitmen nu untuk terus menjadi mitra strategis pemerintah dan mengawal cita-cita luhur mewujudkan indonesia adil, makmur, dan sejahtera, ujar ma'ruf. mantan rais 'aam pengurus besar nu itu menuturkan, nu harus terus memperkokoh perannya seiring semakin beratnya tantangan yang dihadapi bangsa indonesia. ia mengatakan, nu harus menjadi simpul pengunciukhuwah islamiyah persaudaraan antara sesama umat islam ,ukhuwah wathaniyah persaudaraan kebangsaan , sertaukhuwah insyaniyah persaudaraan sesama umat manusia ."
2022-02-01,mengenang gus dur sebagai bapak tionghoa indonesia dalam perayaan imlek," kebebasan merayakan tahun baru imlek oleh warga tionghoa di indonesia tidak terlepas dari peran penting presiden keempat ri, abdurrahman wahid. atas jasanya menghapuskan diskriminasi, pria yang akrab disapa gus dur ini dinobatkan sebagai bapak tionghoa indonesia. seperti diketahui,gus durmemiliki andil cukup besar yang membuat etnis tionghoa dapat merayakanimleksecara bebas. tokoh plural ini yang mencabut larangan bagi warga tionghoa merayakan imlek lewat keputusan presiden keppres nomor 6 tahun 2006. keppres yang dibuat gus dur mematahkan instruksi presiden inpres nomor 14 tahun 1967 tentang agama, kepercayaan, dan adat istiadat china yang dikeluarkan presiden soerharto di masa orde baru memimpin indonesia. di peraturan lama, warga tionghoa di indonesia tidak diperkenankan melakukan tradisi atau kegiatan peribadatan secara mencolok dan hanya diperbolehkan di lingkungan keluarga. aturan ini berlaku 32 tahun lamanya di era kepemimpinan soeharto.",0,KOMPAS_9874,"mengenang gus dur sebagai bapak tionghoa indonesia dalam perayaan imlek. kebebasan merayakan tahun baru imlek oleh warga tionghoa di indonesia tidak terlepas dari peran penting presiden keempat ri, abdurrahman wahid. atas jasanya menghapuskan diskriminasi, pria yang akrab disapa gus dur ini dinobatkan sebagai bapak tionghoa indonesia. seperti diketahui,gus durmemiliki andil cukup besar yang membuat etnis tionghoa dapat merayakanimleksecara bebas. tokoh plural ini yang mencabut larangan bagi warga tionghoa merayakan imlek lewat keputusan presiden keppres nomor 6 tahun 2006. keppres yang dibuat gus dur mematahkan instruksi presiden inpres nomor 14 tahun 1967 tentang agama, kepercayaan, dan adat istiadat china yang dikeluarkan presiden soerharto di masa orde baru memimpin indonesia. di peraturan lama, warga tionghoa di indonesia tidak diperkenankan melakukan tradisi atau kegiatan peribadatan secara mencolok dan hanya diperbolehkan di lingkungan keluarga. aturan ini berlaku 32 tahun lamanya di era kepemimpinan soeharto."
2022-02-02,update 2 februari kasus aktif covid-19 di indonesia capai 94.109, pemerintah menyampaikan terdapat 94.109 kasus aktif covid-19 pada rabu 2 2 2022 . jumlah tersebut menyusul adanya penambahan sebanyak 12.760 kasus aktif. kasus aktif adalah pasien yang dinyatakan positif covid-19 dan sedang menjalani perawatan. angka itu didapatkan dengan mengurangi total kasus positif covid-19 dengan angka kesembuhan dan kematian.,-1,KOMPAS_9860,update 2 februari kasus aktif covid-19 di indonesia capai 94.109. pemerintah menyampaikan terdapat 94.109 kasus aktif covid-19 pada rabu 2 2 2022 . jumlah tersebut menyusul adanya penambahan sebanyak 12.760 kasus aktif. kasus aktif adalah pasien yang dinyatakan positif covid-19 dan sedang menjalani perawatan. angka itu didapatkan dengan mengurangi total kasus positif covid-19 dengan angka kesembuhan dan kematian.
2022-02-06,"ahy singgung politik kuda hitam, demokrat agar kader tak terlena survei"," kepala badan komunikasi strategis dpp demkorat herzaky mahendra putra menjelaskan, politik kuda hitam yang dimaksud ketua umum agus harimurti yudhoyono ahy merupakan pengingat bagi kader partai untuk tidak terlena dengan hasil survei. menurut herzaky, pernyataan itu disampaikanahyagar kader partai tidak puas diri atas perolehan suara yang menempatkanpartai demokratmasuk di posisi teratas. pernyataan ketum ahy itu konteksnya ingin mengingatkan anggota dewan kami, agar jangan pernah terlena dengan berbagai hasil survei yang menempatkan partai demokrat di urutan dua, tiga, atau empat besar, kata herzaky, melalui keterangan tertulis, minggu 6 2 2022 .",0,KOMPAS_9840,"ahy singgung politik kuda hitam, demokrat agar kader tak terlena survei. kepala badan komunikasi strategis dpp demkorat herzaky mahendra putra menjelaskan, politik kuda hitam yang dimaksud ketua umum agus harimurti yudhoyono ahy merupakan pengingat bagi kader partai untuk tidak terlena dengan hasil survei. menurut herzaky, pernyataan itu disampaikanahyagar kader partai tidak puas diri atas perolehan suara yang menempatkanpartai demokratmasuk di posisi teratas. pernyataan ketum ahy itu konteksnya ingin mengingatkan anggota dewan kami, agar jangan pernah terlena dengan berbagai hasil survei yang menempatkan partai demokrat di urutan dua, tiga, atau empat besar, kata herzaky, melalui keterangan tertulis, minggu 6 2 2022 ."
2022-02-10,"baru 6 pesawat yang diakuisisi, 36 jet dassault rafale lainnya segera merapat ke indonesia"," menteri pertahanan menhan prabowo subianto mengatakan, 36 unit jet tempur dassault rafale segera merapat ke indonesia. puluhan jet produksi dassault aviation asal perancis itu segera mendarat di tanah air setelah indonesia lebih dulu mengakuisisi enam unit dalam kontrak pertama. adapun yang menandatangani kontrak enam jet itu antara kepala badan sarana kemenhan marsda yusuf jauhari dan pihak dassault aviation. sementara itu, prabowo dan menhan perancis turut menyaksikan kontrak tersebut terjalin. kita mulai hari ini dengan tanda tangan kontrak pertama untuk enam pesawat yang akan disusul dalam waktu dekat dengan kontrak untuk 36 pesawat lagi, ujar prabowo dalam rekaman suara yang diterima awak media, kamis siang.",1,KOMPAS_9810,"baru 6 pesawat yang diakuisisi, 36 jet dassault rafale lainnya segera merapat ke indonesia. menteri pertahanan menhan prabowo subianto mengatakan, 36 unit jet tempur dassault rafale segera merapat ke indonesia. puluhan jet produksi dassault aviation asal perancis itu segera mendarat di tanah air setelah indonesia lebih dulu mengakuisisi enam unit dalam kontrak pertama. adapun yang menandatangani kontrak enam jet itu antara kepala badan sarana kemenhan marsda yusuf jauhari dan pihak dassault aviation. sementara itu, prabowo dan menhan perancis turut menyaksikan kontrak tersebut terjalin. kita mulai hari ini dengan tanda tangan kontrak pertama untuk enam pesawat yang akan disusul dalam waktu dekat dengan kontrak untuk 36 pesawat lagi, ujar prabowo dalam rekaman suara yang diterima awak media, kamis siang."
2022-02-10,"kemenhan teken kontrak, indonesia sah akuisisi 6 jet dassault rafale"," indonesia resmi mengakuisisi enam pesawat tempur dassault rafale produksi dassault aviation asal perancis. akuisisi enam pesawat itu terjadi setelah kementerian pertahanan, diwakili kepala badan sarana pertahanankemenhanmarsda yusuf jauhari, melakukan penandatanganan pembelian pesawat tempur itu dengan perwakilan dassault aviation di jakarta, kamis 10 2 2022 . kita mulai hari ini dengan tanda tangan kontrak pertama untuk 6 pesawat, kata prabowo dalam rekaman suara yang diterima awak media, kamis siang. menhanprabowo subiantodan menhan prancis florence farly turut hadir dan menyaksikan penandatangan kontrak tersebut.",1,KOMPAS_9811,"kemenhan teken kontrak, indonesia sah akuisisi 6 jet dassault rafale. indonesia resmi mengakuisisi enam pesawat tempur dassault rafale produksi dassault aviation asal perancis. akuisisi enam pesawat itu terjadi setelah kementerian pertahanan, diwakili kepala badan sarana pertahanankemenhanmarsda yusuf jauhari, melakukan penandatanganan pembelian pesawat tempur itu dengan perwakilan dassault aviation di jakarta, kamis 10 2 2022 . kita mulai hari ini dengan tanda tangan kontrak pertama untuk 6 pesawat, kata prabowo dalam rekaman suara yang diterima awak media, kamis siang. menhanprabowo subiantodan menhan prancis florence farly turut hadir dan menyaksikan penandatangan kontrak tersebut."
